From,To,From_FIPS,To_FIPS
170,228,48347,48463
170,229,48347,48465
170,239,48347,48485
171,173,48349,48353
171,178,48349,48363
171,183,48349,48373
171,192,48349,48391
171,199,48349,48405
171,201,48349,48409
171,211,48349,48429
171,215,48349,48437
171,219,48349,48445
171,228,48349,48463
171,229,48349,48465
171,237,48349,48481
171,240,48349,48487
171,241,48349,48489
171,249,48349,48505
171,250,48349,48507
172,198,48351,48403
172,224,48351,48455
173,174,48353,48355
173,178,48353,48363
173,183,48353,48373
173,192,48353,48391
173,194,48353,48395
173,197,48353,48401
173,199,48353,48405
173,201,48353,48409
173,202,48353,48411
173,215,48353,48437
173,219,48353,48445
173,224,48353,48455
173,225,48353,48457
173,228,48353,48463
173,229,48353,48465
173,231,48353,48469
173,236,48353,48479
173,237,48353,48481
173,239,48353,48485
173,240,48353,48487
173,241,48353,48489
173,250,48353,48507
174,178,48355,48363
174,183,48355,48373
174,184,48355,48375
174,194,48355,48395
174,197,48355,48401
174,201,48355,48409
174,202,48355,48411
174,217,48355,48441
174,222,48355,48451
174,231,48355,48469
174,235,48355,48477
174,237,48355,48481
174,239,48355,48485
175,203,48357,48413
175,207,48357,48421
175,234,48357,48475
175,244,48357,48495
175,247,48357,48501
176,180,48359,48367
176,243,48359,48493
177,179,48361,48365
177,209,48361,48425
177,245,48361,48497
177,246,48361,48499
177,248,48361,48503
178,179,48363,48365
178,183,48363,48373
178,192,48363,48391
178,194,48363,48395
178,197,48363,48401
178,199,48363,48405
178,201,48363,48409
178,206,48363,48419
178,211,48363,48429
178,215,48363,48437
178,224,48363,48455
178,228,48363,48463
178,229,48363,48465
178,231,48363,48469
178,237,48363,48481
178,240,48363,48487
178,241,48363,48489
179,181,48365,48369
179,194,48365,48395
179,197,48365,48401
179,200,48365,48407
179,201,48365,48409
179,211,48365,48429
179,224,48365,48455
179,226,48365,48459
179,230,48365,48467
179,231,48365,48469
179,245,48365,48497
179,246,48365,48499
179,248,48365,48503
180,187,48367,48381
180,242,48367,48491
180,243,48367,48493
181,197,48369,48401
181,200,48369,48407
181,201,48369,48409
181,202,48369,48411
181,204,48369,48415
181,214,48369,48435
181,221,48369,48449
181,231,48369,48469
181,244,48369,48495
182,191,48371,48389
183,192,48373,48391
183,194,48373,48395
183,197,48373,48401
183,199,48373,48405
183,201,48373,48409
183,215,48373,48437
183,219,48373,48445
183,224,48373,48455
183,225,48373,48457
183,228,48373,48463
183,229,48373,48465
183,231,48373,48469
183,236,48373,48479
183,237,48373,48481
183,240,48373,48487
183,241,48373,48489
183,249,48373,48505
183,250,48373,48507
184,239,48375,48485
185,192,48377,48391
185,206,48377,48419
185,210,48377,48427
185,215,48377,48437
185,219,48377,48445
185,228,48377,48463
185,229,48377,48465
185,241,48377,48489
185,249,48377,48505
185,250,48377,48507
186,198,48379,48403
186,220,48379,48447
186,226,48379,48459
186,230,48379,48467
187,195,48381,48397
187,242,48381,48491
188,203,48383,48413
188,207,48383,48421
188,218,48383,48443
188,244,48383,48495
188,247,48383,48501
189,214,48385,48435
189,221,48385,48449
189,224,48385,48455
189,238,48385,48483
190,198,48387,48403
191,204,48389,48415
191,232,48389,48471
191,233,48389,48473
191,234,48389,48475
192,199,48391,48405
192,201,48391,48409
192,206,48391,48419
192,210,48391,48427
192,211,48391,48429
192,215,48391,48437
192,224,48391,48455
192,228,48391,48463
192,237,48391,48481
192,241,48391,48489
192,249,48391,48505
194,197,48395,48401
194,201,48395,48409
194,202,48395,48411
194,204,48395,48415
194,224,48395,48455
194,231,48395,48469
194,235,48395,48477
194,237,48395,48481
194,239,48395,48485
195,242,48397,48491
196,200,48399,48407
196,230,48399,48467
196,238,48399,48483
196,246,48399,48499
196,248,48399,48503
197,201,48401,48409
197,202,48401,48411
197,204,48401,48415
197,225,48401,48457
197,231,48401,48469
197,235,48401,48477
197,236,48401,48479
197,237,48401,48481
197,239,48401,48485
198,230,48403,48467
199,201,48405,48409
199,206,48405,48419
199,215,48405,48437
199,219,48405,48445
199,224,48405,48455
199,225,48405,48457
199,228,48405,48463
199,229,48405,48465
199,236,48405,48479
199,237,48405,48481
199,240,48405,48487
199,241,48405,48489
199,249,48405,48505
200,226,48407,48459
200,230,48407,48467
200,238,48407,48483
200,246,48407,48499
201,202,48409,48411
201,206,48409,48419
201,210,48409,48427
201,211,48409,48429
201,215,48409,48437
201,224,48409,48455
201,228,48409,48463
201,229,48409,48465
201,231,48409,48469
201,237,48409,48481
201,240,48409,48487
202,204,48411,48415
202,222,48411,48451
202,231,48411,48469
202,235,48411,48477
202,237,48411,48481
202,244,48411,48495
203,207,48413,48421
203,218,48413,48443
203,234,48413,48475
203,244,48413,48495
203,247,48413,48501
204,222,48415,48451
204,232,48415,48471
204,233,48415,48473
204,234,48415,48475
204,235,48415,48477
204,244,48415,48495
205,245,48417,48497
205,246,48417,48499
206,210,48419,48427
206,215,48419,48437
206,219,48419,48445
206,221,48419,48449
206,224,48419,48455
206,228,48419,48463
206,237,48419,48481
206,241,48419,48489
206,249,48419,48505
206,250,48419,48507
207,247,48421,48501
208,217,48423,48441
208,235,48423,48477
208,239,48423,48485
209,245,48425,48497
209,246,48425,48499
210,215,48427,48437
210,224,48427,48455
210,228,48427,48463
210,229,48427,48465
210,241,48427,48489
210,249,48427,48505
210,250,48427,48507
211,224,48429,48455
211,237,48429,48481
214,227,48435,48461
214,238,48435,48483
215,219,48437,48445
215,228,48437,48463
215,229,48437,48465
215,236,48437,48479
215,237,48437,48481
215,241,48437,48489
215,249,48437,48505
215,250,48437,48507
216,243,48439,48493
216,245,48439,48497
217,222,48441,48451
217,231,48441,48469
217,235,48441,48477
217,239,48441,48485
219,228,48445,48463
219,229,48445,48465
219,236,48445,48479
219,237,48445,48481
219,240,48445,48487
219,241,48445,48489
219,249,48445,48505
219,250,48445,48507
221,228,48449,48463
221,231,48449,48469
221,237,48449,48481
221,240,48449,48487
222,235,48451,48477
222,239,48451,48485
224,237,48455,48481
225,236,48457,48479
226,230,48459,48467
226,245,48459,48497
226,246,48459,48499
228,229,48463,48465
228,236,48463,48479
228,237,48463,48481
228,240,48463,48487
228,241,48463,48489
228,249,48463,48505
228,250,48463,48507
229,236,48465,48479
229,237,48465,48481
229,240,48465,48487
229,241,48465,48489
229,249,48465,48505
229,250,48465,48507
230,245,48467,48497
230,246,48467,48499
230,248,48467,48503
231,235,48469,48477
231,237,48469,48481
231,239,48469,48485
231,240,48469,48487
232,233,48471,48473
233,234,48473,48475
233,235,48473,48477
234,244,48475,48495
234,247,48475,48501
235,239,48477,48485
236,237,48479,48481
236,241,48479,48489
236,249,48479,48505
236,250,48479,48507
237,240,48481,48487
237,241,48481,48489
237,249,48481,48505
238,248,48483,48503
241,249,48489,48505
241,250,48489,48507
244,247,48495,48501
245,246,48497,48499
245,248,48497,48503
246,248,48499,48503
249,250,48505,48507
